           0   1.0000000000000000     
           1   1.1051709180756477     
           2   1.2214027581601699     
           3   1.3498588075760032     
           4   1.4918246976412703     
           5   1.6487212707001282     
           6   1.8221188003905091     
           7   2.0137527074704766     
           8   2.2255409284924679     
           9   2.4596031111569499     
          10   2.7182818284590451     
          11   3.0041660239464334     
          12   3.3201169227365481     
          13   3.6692966676192444     
          14   4.0551999668446754     
          15   4.4816890703380645     
          16   4.9530324243951149     
          17   5.4739473917272008     
          18   6.0496474644129465     
          19   6.6858944422792703     
          20   7.3890560989306504     
          21   8.1661699125676517     
          22   9.0250134994341220     
          23   9.9741824548147235     
          24   11.023176380641605     
          25   12.182493960703473     
          26   13.463738035001692     
          27   14.879731724872837     
          28   16.444646771097055     
          29   18.174145369443067     
          30   20.085536923187668     
          31   22.197951281441636     
          32   24.532530197109352     
          33   27.112638920657893     
          34   29.964100047397025     
          35   33.115451958692312     
          36   36.598234443677988     
          37   40.447304360067399     
          38   44.701184493300836     
          39   49.402449105530188     
          40   54.598150033144236     
          41   60.340287597362000     
          42   66.686331040925154     
          43   73.699793699595787     
          44   81.450868664968141     
          45   90.017131300521811     
          46   99.484315641933861     
          47   109.94717245212352     
          48   121.51041751873497     
          49   134.28977968493552     
          50   148.41315910257660     
          51   164.02190729990184     
          52   181.27224187515122     
          53   200.33680997479183     
          54   221.40641620418717     
          55   244.69193226422038     
          56   270.42640742615276     
          57   298.86740096706029     
          58   330.29955990964891     
          59   365.03746786532889     
          60   403.42879349273511     
          61   445.85777008251716     
          62   492.74904109325632     
          63   544.57191012592943     
          64   601.84503787208223     
          65   665.14163304436181     
          66   735.09518924197323     
          67   812.40582516754330     
          68   897.84729165041836     
          69   992.27471560502624     
          70   1096.6331584284585     
          71   1211.9670744925775     
          72   1339.4307643944180     
          73   1480.2999275845464     
          74   1635.9844299959270     
          75   1808.0424144560632     
          76   1998.1958951041190     
          77   2208.3479918872090     
          78   2440.6019776245007     
          79   2697.2823282685099     
          80   2980.9579870417283     
          81   3294.4680752838403     
          82   3640.9503073323585     
          83   4023.8723938223129     
          84   4447.0667476998578     
          85   4914.7688402991344     
          86   5431.6595913629781     
          87   6002.9122172610287     
          88   6634.2440062778896     
          89   7331.9735391559952     
          90   8103.0839275753842     
          91   8955.2927034825079     
          92   9897.1290587439271     
          93   10938.019208165191     
          94   12088.380730216988     
          95   13359.726829661873     
          96   14764.781565577294     
          97   16317.607198015450     
          98   18033.744927828524     
          99   19930.370438230297     
         100   22026.465794806718     
